1999-12-31,102.81
2000-01-31,103.75
2000-02-29,114.62
2000-03-31,135.81
2000-04-28,124.06
2000-05-31,84
2000-06-30,52.38
2000-07-31,50.81
2000-08-31,60.94
2000-09-29,25.75
2000-10-31,19.56
2000-11-30,16.5
2000-12-29,14.88
2001-01-31,21.62
2001-02-28,18.25
2001-03-30,22.07
2001-04-30,25.49
2001-05-31,19.95
2001-06-29,23.25
2001-07-31,18.79
2001-08-31,18.55
2001-09-28,15.51
2001-10-31,17.56
2001-11-30,21.3
2001-12-31,21.9
2002-01-31,24.72
2002-02-28,21.7
2002-03-28,23.67
2002-04-30,24.27
2002-05-31,23.3
2002-06-28,17.72
2002-07-31,15.26
2002-08-30,14.75
2002-09-30,14.5
2002-10-31,16.07
2002-11-29,15.5
2002-12-31,14.33
2003-01-31,14.36
2003-02-28,15.01
2003-03-31,14.14
2003-04-30,14.22
2003-05-30,17.95
2003-06-30,19.06
2003-07-31,21.08
2003-08-29,22.61
2003-09-30,20.72
2003-10-31,22.89
2003-11-28,20.91
2003-12-31,21.37
2004-01-30,22.56
2004-02-27,23.92
2004-03-31,27.04
2004-04-30,25.78
2004-05-28,28.06
2004-06-30,32.54
2004-07-30,32.34
2004-08-31,34.49
2004-09-30,38.75
2004-10-29,52.4
2004-11-30,67.05
2004-12-31,64.4
2005-01-31,76.9
2005-02-28,44.86
2005-03-31,41.67
2005-04-29,36.06
2005-05-31,39.7593
2005-06-30,36.81
2005-07-29,42.65
2005-08-31,46.89
2005-09-30,53.61
2005-10-31,57.59
2005-11-30,67.82
2005-12-30,71.89
2006-01-31,75.51
2006-02-28,68.49
2006-03-31,62.72
2006-04-28,70.39
2006-05-31,59.77
2006-06-30,57.27
2006-07-31,67.96
2006-08-31,67.85
2006-09-29,76.98
2006-10-31,81.08
2006-11-30,91.66
2006-12-29,84.84
2007-01-31,85.73
2007-02-28,84.61
2007-03-30,92.91
2007-04-30,99.8
2007-05-31,121.191
2007-06-29,122.04
2007-07-31,131.76
2007-08-31,138.48
2007-09-28,153.47
2007-10-31,189.95
2007-11-30,182.22
2007-12-31,198.08
2008-01-31,135.36
2008-02-29,125.02
2008-03-31,143.5
