1999-11-12,95.87
1999-11-19,103.94
1999-11-26,105
1999-12-03,111.87
1999-12-10,109
1999-12-17,110
1999-12-23,108.62
1999-12-31,107.87
2000-01-07,113.5
2000-01-14,119.62
2000-01-21,121.5
2000-01-28,111.56
2000-02-04,115.62
2000-02-11,115.37
2000-02-18,112.5
2000-02-25,108
2000-03-03,108
2000-03-10,105.25
2000-03-17,110
2000-03-24,120.62
2000-03-31,118.37
2000-04-07,123.12
2000-04-14,105
2000-04-20,104
2000-04-28,111.5
2000-05-05,107.87
2000-05-12,104.44
2000-05-19,106.44
2000-05-26,106.94
2000-06-02,108.81
2000-06-09,119.69
2000-06-16,113.25
2000-06-23,111.87
2000-06-30,109.56
2000-07-07,105.06
2000-07-14,103.94
2000-07-21,114.75
2000-07-28,111.81
2000-08-04,115.87
2000-08-11,120.62
2000-08-18,120.44
2000-08-25,129
2000-09-01,133.63
2000-09-08,129.5
2000-09-15,125
2000-09-22,123.87
2000-09-29,112.62
2000-10-06,116
2000-10-13,109.06
2000-10-20,94.75
2000-10-27,93.69
2000-11-03,100.12
2000-11-10,93
2000-11-17,101.94
2000-11-24,99.94
2000-12-01,95.62
2000-12-08,97
2000-12-15,87.81
2000-12-22,89
2000-12-29,85
2001-01-05,94
2001-01-12,93.81
2001-01-19,111.25
2001-01-26,114.19
2001-02-02,110.27
2001-02-09,112
2001-02-16,115
2001-02-23,104
2001-03-02,102.3
2001-03-09,99.29
2001-03-16,90.1
2001-03-23,93.51
2001-03-30,96.18
2001-04-06,97.95
2001-04-12,96.2
2001-04-20,114.83
2001-04-27,116.2
2001-05-04,115.86
2001-05-11,111.81
2001-05-18,117.44
2001-05-25,117.8
2001-06-01,112.89
2001-06-08,116.1
2001-06-15,113.6
2001-06-22,112.87
2001-06-29,113.5
2001-07-06,106.5
2001-07-13,108.53
2001-07-20,105.7
2001-07-27,104.7
2001-08-03,108.18
2001-08-10,104.95
2001-08-17,104.59
2001-08-24,106.99
2001-08-31,99.95
2001-09-07,96.59
2001-09-10,96.47
2001-09-21,90.5
2001-09-28,91.72
2001-10-05,98.02
