1999-12-31,107.87
2000-01-31,112.25
2000-02-29,102.75
2000-03-31,118.37
2000-04-28,111.5
2000-05-31,107.31
2000-06-30,109.56
2000-07-31,112.25
2000-08-31,132.02
2000-09-29,112.62
2000-10-31,98.5
2000-11-30,93.5
2000-12-29,85
2001-01-31,112
2001-02-28,99.9
2001-03-30,96.18
2001-04-30,115.14
2001-05-31,111.8
2001-06-29,113.5
2001-07-31,105.21
2001-08-31,99.95
2001-09-28,91.72
2001-10-31,108.07
2001-11-30,115.59
2001-12-31,120.96
2002-01-31,107.89
2002-02-28,98.12
2002-03-28,104
2002-04-30,83.76
2002-05-31,80.45
2002-06-28,72
2002-07-31,70.4
2002-08-30,75.38
2002-09-30,58.31
2002-10-31,78.94
2002-11-29,86.92
2002-12-31,77.5
2003-01-31,78.2
2003-02-28,77.95
2003-03-31,78.43
2003-04-30,84.9
2003-05-30,88.04
2003-06-30,82.5
2003-07-31,81.25
2003-08-29,82.01
2003-09-30,88.33
2003-10-31,89.48
2003-11-28,90.54
2003-12-31,92.68
2004-01-30,99.23
2004-02-27,96.5
2004-03-31,91.84
2004-04-30,88.17
2004-05-28,88.59
2004-06-30,88.15
2004-07-30,87.07
2004-08-31,84.69
2004-09-30,85.74
2004-10-29,89.75
2004-11-30,94.24
2004-12-31,98.58
2005-01-31,93.42
2005-02-28,92.58
2005-03-31,91.38
2005-04-29,76.38
2005-05-31,75.55
2005-06-30,74.2
2005-07-29,83.46
2005-08-31,80.62
2005-09-30,80.22
2005-10-31,81.88
2005-11-30,88.9
2005-12-30,82.2
2006-01-31,81.3
2006-02-28,80.24
2006-03-31,82.47
2006-04-28,82.34
2006-05-31,79.9
2006-06-30,76.82
2006-07-31,77.41
2006-08-31,80.97
2006-09-29,81.94
2006-10-31,92.33
2006-11-30,91.92
2006-12-29,97.15
2007-01-31,99.15
2007-02-28,92.94
2007-03-30,94.26
2007-04-30,102.21
2007-05-31,106.6
2007-06-29,105.25
2007-07-31,110.65
2007-08-31,116.69
2007-09-28,117.8
2007-10-31,116.12
2007-11-30,105.18
2007-12-31,108.1
2008-01-31,107.11
2008-02-29,113.86
2008-03-31,115.14
