2010-07-09,17.4
2010-07-16,20.64
2010-07-23,21.29
2010-07-30,19.94
2010-08-06,19.59
2010-08-13,18.32
2010-08-20,19.1
2010-08-27,19.7
2010-09-03,21.05
2010-09-10,20.17
2010-09-17,20.23
2010-09-24,20.1
2010-10-01,20.6
2010-10-08,20.43
2010-10-15,20.54
2010-10-22,20.72
2010-10-29,21.84
2010-11-05,24.44
2010-11-12,29.84
2010-11-19,30.99
2010-11-26,35.32
2010-12-03,31.49
2010-12-10,31.52
2010-12-17,31.36
2010-12-23,30.09
2010-12-31,26.63
2011-01-07,28.24
2011-01-14,25.75
2011-01-21,23.04
2011-01-28,24.01
2011-02-04,23.46
2011-02-11,23.25
2011-02-18,23.18
2011-02-25,23.61
2011-03-04,24.95
2011-03-11,24.07
2011-03-18,22.96
2011-03-25,22.75
2011-04-01,26.66
2011-04-08,26.49
2011-04-15,25.58
2011-04-21,26.74
2011-04-29,27.6
2011-05-06,27.12
2011-05-13,27.55
2011-05-20,27.97
2011-05-27,29.55
2011-06-03,30.13
2011-06-10,27.86
2011-06-17,26.5
2011-06-24,27.565
2011-07-01,29.02
2011-07-08,28.81
2011-07-15,27.58
2011-07-22,29.29
2011-07-29,28.17
2011-08-05,24.24
2011-08-12,26.31
2011-08-19,22.3
2011-08-26,23.73
2011-09-02,23.07
2011-09-09,22.97
2011-09-16,25.8
2011-09-23,26.38
2011-09-30,24.39
2011-10-07,26.99
2011-10-14,28.05
2011-10-21,28.03
2011-10-28,29.87
2011-11-04,32.31
2011-11-11,33.64
2011-11-18,32.6
2011-11-25,31.66
2011-12-02,33.3
2011-12-09,31.04
2011-12-16,28
2011-12-23,27.9
2011-12-30,28.56
2012-01-06,26.91
2012-01-13,22.79
2012-01-20,26.6
2012-01-27,29.33
2012-02-03,31.15
2012-02-10,31.1
2012-02-17,34.97
2012-02-24,33.75
2012-03-02,34.04
2012-03-09,34.74
2012-03-16,35.32
2012-03-23,34.08
2012-03-30,37.24
2012-04-05,34.48
2012-04-13,33.59
2012-04-20,33.16
2012-04-27,33.34
2012-05-04,31.83
2012-05-11,32.25
2012-05-18,27.56
2012-05-25,29.81
2012-06-01,28.15
