2026-02-03,421.96
2026-02-04,406.01
2026-02-05,397.21
2026-02-06,411.11
2026-02-09,417.32
2026-02-10,425.21
2026-02-11,428.27
2026-02-12,417.07
2026-02-13,417.44
2026-02-17,410.63
2026-02-18,411.32
2026-02-19,411.71
2026-02-20,411.82
2026-02-23,399.83
2026-02-24,409.38
2026-02-25,417.4
2026-02-26,408.58
2026-02-27,402.51
2026-03-02,403.32
2026-03-03,392.43
2026-03-04,405.94
2026-03-05,405.55
2026-03-06,396.73
2026-03-09,398.68
2026-03-10,399.235
2026-03-11,407.82
2026-03-12,395.01
2026-03-13,391.2
2026-03-16,395.56
2026-03-17,399.27
2026-03-18,392.78
2026-03-19,380.3
2026-03-20,367.96
2026-03-23,380.85
2026-03-24,383.03
2026-03-25,385.95
2026-03-26,372.11
2026-03-27,361.83
2026-03-30,355.28
2026-03-31,371.75
2026-04-01,381.26
2026-04-02,360.59
2026-04-06,352.82
2026-04-07,346.65
2026-04-08,343.25
2026-04-09,345.62
2026-04-10,348.95
2026-04-13,352.42
2026-04-14,364.2
2026-04-15,391.95
2026-04-16,388.9
2026-04-17,400.62
2026-04-20,392.5
2026-04-21,386.42
2026-04-22,387.51
2026-04-23,373.72
2026-04-24,376.3
2026-04-27,378.67
2026-04-28,376.02
2026-04-29,372.8
2026-04-30,381.63
2026-05-01,390.82
2026-05-04,392.51
2026-05-05,389.37
2026-05-06,398.73
2026-05-07,411.79
2026-05-08,428.35
2026-05-11,445
2026-05-12,433.45
2026-05-13,445.27
2026-05-14,443.3
2026-05-15,422.24
2026-05-18,409.99
2026-05-19,404.11
2026-05-20,417.26
2026-05-21,417.85
2026-05-22,426.01
2026-05-26,433.59
2026-05-27,440.36
2026-05-28,442.1
2026-05-29,435.79
2026-06-01,415.88
2026-06-02,423.74
2026-06-03,423.7
2026-06-04,418.45
2026-06-05,391
2026-06-08,408.95
2026-06-09,396.68
2026-06-10,381.59
2026-06-11,399.15
2026-06-12,406.43
2026-06-15,411.15
2026-06-16,404.66
2026-06-17,396.38
2026-06-18,400.49
2026-06-22,405.05
2026-06-23,381.61
2026-06-24,375.53
2026-06-25,375.12
2026-06-26,379.71
