2025-12-31,271.86
2026-01-02,271.01
2026-01-05,267.26
2026-01-06,262.36
2026-01-07,260.33
2026-01-08,259.04
2026-01-09,259.37
2026-01-12,260.25
2026-01-13,261.05
2026-01-14,259.96
2026-01-15,258.21
2026-01-16,255.53
2026-01-20,246.7
2026-01-21,247.65
2026-01-22,248.35
2026-01-23,248.04
2026-01-26,255.41
2026-01-27,258.27
2026-01-28,256.44
2026-01-29,258.28
2026-01-30,259.48
2026-02-02,270.01
2026-02-03,269.48
2026-02-04,276.49
2026-02-05,275.91
2026-02-06,278.12
2026-02-09,274.62
2026-02-10,273.68
2026-02-11,275.5
2026-02-12,261.73
2026-02-13,255.78
2026-02-17,263.88
2026-02-18,264.35
2026-02-19,260.58
2026-02-20,264.58
2026-02-23,266.18
2026-02-24,272.14
2026-02-25,274.23
2026-02-26,272.95
2026-02-27,264.18
2026-03-02,264.72
2026-03-03,263.75
2026-03-04,262.52
2026-03-05,260.29
2026-03-06,257.46
2026-03-09,259.88
2026-03-10,260.83
2026-03-11,260.81
2026-03-12,255.76
2026-03-13,250.12
2026-03-16,252.82
2026-03-17,254.23
2026-03-18,249.94
2026-03-19,248.96
2026-03-20,247.99
2026-03-23,251.49
2026-03-24,251.64
2026-03-25,252.62
2026-03-26,252.89
2026-03-27,248.8
2026-03-30,246.63
2026-03-31,253.79
2026-04-01,255.63
2026-04-02,255.92
2026-04-06,258.86
2026-04-07,253.5
2026-04-08,258.9
2026-04-09,260.49
2026-04-10,260.48
2026-04-13,259.2
2026-04-14,258.83
2026-04-15,266.43
2026-04-16,263.4
2026-04-17,270.23
2026-04-20,273.05
2026-04-21,266.17
2026-04-22,273.17
2026-04-23,273.43
2026-04-24,271.06
2026-04-27,267.61
2026-04-28,270.71
2026-04-29,270.17
2026-04-30,271.35
2026-05-01,280.14
2026-05-04,276.83
2026-05-05,284.18
2026-05-06,287.51
2026-05-07,287.44
2026-05-08,293.32
2026-05-11,292.68
2026-05-12,294.8
2026-05-13,298.87
2026-05-14,298.21
2026-05-15,300.23
2026-05-18,297.84
2026-05-19,298.97
2026-05-20,302.25
2026-05-21,304.99
2026-05-22,308.82
2026-05-26,308.33
